respondent_id,xyz_vaccine,seasonal_vaccine
26895,0.045322943,0.86813086
26896,0.049320284,0.03473978
26897,0.05635934,0.58212775
26898,0.22270127,0.64610595
26899,0.010545821,0.025088068
26900,0.038975123,0.16766442
26901,0.018828752,0.5486113
26902,0.17616878,0.93400604
26903,0.1684954,0.006429242
26904,0.11988987,0.42786825
26905,0.30437115,0.93834203
26906,0.022230033,0.31420526
26907,0.005622155,0.7187794
26908,0.075769246,0.56696993
26909,0.076771885,0.015877338
26910,0.054265413,0.54260623
26911,0.024257276,0.041449513
26912,0.35579306,0.83204585
26913,0.63932663,0.7688223
26914,0.019136984,0.1417378
26915,0.038238246,0.65994394
26916,0.021463104,0.23061728
26917,0.008231184,0.022094412
26918,0.96490365,0.9870271
26919,0.09910934,0.44605413
26920,0.0077490993,0.07656265
26921,0.05614919,0.9775034
26922,0.021031592,0.822251
26923,0.36170933,0.6777503
26924,0.9351375,0.9859729
26925,0.10402984,0.9334305
26926,0.3538567,0.19434042
26927,0.40252075,0.42843434
26928,0.028115345,0.12746233
26929,0.12619327,0.30593765
26930,0.7904595,0.8551438
26931,0.24022461,0.3400022
26932,0.11906793,0.949138
26933,0.0077845794,0.5145685
26934,0.5156988,0.7743636
26935,0.29766133,0.35380545
26936,0.090302125,0.25831613
26937,0.119174756,0.795716
26938,0.007819247,0.022979597
26939,0.044728532,0.028606389
26940,0.07626066,0.15019141
26941,0.06793509,0.34324533
26942,0.5533526,0.89406073
26943,0.024304021,0.5550607
26944,0.033833053,0.11946281
26945,0.034042425,0.59875876
26946,0.03531676,0.79296035
26947,0.37413347,0.48174253
26948,0.0108790435,0.020281222
26949,0.007920117,0.011846102
26950,0.009436535,0.5799405
26951,0.05395815,0.27129292
26952,0.8947322,0.9570039
26953,0.29315582,0.97236216
26954,0.0025088596,0.034971256
26955,0.10837309,0.767525
26956,0.4428339,0.14706993
26957,0.016389098,0.95553964
26958,0.011290581,0.83973587
26959,0.028543616,0.2897624
26960,0.0068693836,0.018791819
26961,0.40986305,0.43195748
26962,0.055810686,0.97184753
26963,0.05382947,0.19129525
26964,0.03363126,0.14720976
26965,0.4969572,0.89873487
26966,0.009004935,0.055579018
26967,0.17740457,0.66627157
26968,0.023623528,0.9327628
26969,0.019541012,0.09448771
26970,0.71688926,0.38126957
26971,0.18229462,0.18215065
26972,0.0021572586,0.0030826998
26973,0.009157214,0.06886268
26974,0.39512283,0.17639183
26975,0.11329141,0.7973062
26976,0.8888084,0.46644005
26977,0.10681875,0.6802186
26978,0.0012235222,0.9503177
26979,0.7947245,0.95110846
26980,0.04194272,0.034792818
26981,0.009983321,0.5433993
26982,0.8796623,0.9225165
26983,0.16238563,0.6078827
26984,0.01160593,0.1186159
26985,0.015837919,0.05405599
26986,0.019962158,0.22933647
26987,0.02962119,0.14307714
26988,0.01611353,0.02267469
26989,0.5024486,0.91653985
26990,0.0015786655,0.045066427
26991,0.061767865,0.4747776
26992,0.23929249,0.48259422
26993,0.050677016,0.88006675
26994,0.05834097,0.22392294
26995,0.027307427,0.18798797
26996,0.19098206,0.55761653
26997,0.006985579,0.03413787
26998,0.049452003,0.02334317
26999,0.33918238,0.42304045
27000,0.06525609,0.18907864
27001,0.06281677,0.8839259
27002,0.0060710507,0.11747632
27003,0.0032639105,0.019036919
27004,0.4224015,0.332012
27005,0.71139145,0.96145123
27006,0.79878646,0.86663014
27007,0.0026255383,0.0074898866
27008,0.024103893,0.02498191
27009,0.10273258,0.16862623
27010,0.015873695,0.0622291
27011,0.037591174,0.14997993
27012,0.10768582,0.8577569
27013,0.11577035,0.49821255
27014,0.017635671,0.40381044
27015,0.106619045,0.083146475
27016,0.09772123,0.25951135
27017,0.5714405,0.8358066
27018,0.020473301,0.18867569
27019,0.96330804,0.9835316
27020,0.06878738,0.13420132
27021,0.12849611,0.7779053
27022,0.022520367,0.1385859
27023,0.044451438,0.1635897
27024,0.08507115,0.32548282
27025,0.28783047,0.059442505
27026,0.005795711,0.5665638
27027,0.011222771,0.88860303
27028,0.5262341,0.91006154
27029,0.2433542,0.62734604
27030,0.2964582,0.15648262
27031,0.49745667,0.94448483
27032,0.13893393,0.7573448
27033,0.61498487,0.77510387
27034,0.00929725,0.8609326
27035,0.24658774,0.4675135
27036,0.28211164,0.8606051
27037,0.7903656,0.8947881
27038,0.0027696982,0.010808533
27039,0.3306259,0.8886045
27040,0.032951597,0.21578224
27041,0.012383854,0.6711851
27042,0.007062127,0.6713
27043,0.5910071,0.7791942
27044,0.053191822,0.058943138
27045,0.04861715,0.44095522
27046,0.038346585,0.16180044
27047,0.73857296,0.37267995
27048,0.05722467,0.56790227
27049,0.17273891,0.7216594
27050,0.060427636,0.6834045
27051,0.061067224,0.34820175
27052,0.011740334,0.09332656
27053,0.9325814,0.973743
27054,0.039943166,0.013006845
27055,0.008318835,0.85018176
27056,0.08134926,0.06946557
27057,0.0009777592,0.0013908228
27058,0.97856355,0.9685735
27059,0.04630905,0.08795178
27060,0.015269199,0.32687604
27061,0.0068443026,0.5121561
27062,0.021446375,0.58366066
27063,0.024059923,0.46383807
27064,0.03488964,0.23958747
27065,0.09998691,0.46449026
27066,0.034382094,0.3854876
27067,0.9249793,0.7669216
27068,0.66154796,0.8811549
27069,0.8856994,0.9174115
27070,0.0059416154,0.009556948
27071,0.13523374,0.083841495
27072,0.023969926,0.9246289
27073,0.03832792,0.9697239
27074,0.019400703,0.24194166
27075,0.30364284,0.60643697
27076,0.87794167,0.9384143
27077,0.0057265502,0.085694805
27078,0.20844021,0.7922104
27079,0.1197253,0.8958389
27080,0.09760898,0.12930326
27081,0.050141256,0.84837025
27082,0.1441674,0.19538324
27083,0.06338831,0.16704687
27084,0.888152,0.85627204
27085,0.016924446,0.026700748
27086,0.002584293,0.08329478
27087,0.05858219,0.19841754
27088,0.55512786,0.84163135
27089,0.25594413,0.2197459
27090,0.56903195,0.74426544
27091,0.74916357,0.60660166
27092,0.055322353,0.25026795
27093,0.1052738,0.15829946
27094,0.009090684,0.026570719
27095,0.06435038,0.55544037
27096,0.030204467,0.08309048
27097,0.26710898,0.72387797
27098,0.7244841,0.93318874
27099,0.2177784,0.53371847
27100,0.07371722,0.68280625
27101,0.15766208,0.87602586
27102,0.063187905,0.90949434
27103,0.009706331,0.02240058
27104,0.32143414,0.7022417
27105,0.036007486,0.21016984
27106,0.8799965,0.97721213
27107,0.26317838,0.9053604
27108,0.23433156,0.5865433
27109,0.033461563,0.040025752
27110,0.029069215,0.2555116
27111,0.11369818,0.4105756
27112,0.051582202,0.60997945
27113,0.037907872,0.051971354
27114,0.06653709,0.28420967
27115,0.5813179,0.9332857
27116,0.0070209014,0.9742076
27117,0.02489639,0.17989507
27118,0.07763937,0.50549084
27119,0.057999566,0.22469181
27120,0.114436485,0.97532076
27121,0.015352405,0.9106142
27122,0.0024949685,0.16930722
27123,0.15363775,0.14739874
27124,0.016109426,0.013704229
27125,0.010920633,0.007862288
27126,0.14920697,0.25877824
27127,0.034521572,0.028890928
27128,0.13944024,0.54249686
27129,0.11079671,0.4127541
27130,0.26823837,0.37136558
27131,0.046605676,0.046234757
27132,0.22568679,0.8392866
27133,0.056024343,0.47237578
27134,0.9216218,0.99594384
27135,0.0035194075,0.20824793
27136,0.06919284,0.65169835
27137,0.106076084,0.15727624
27138,0.19966318,0.64354414
27139,0.027647661,0.06518539
27140,0.945762,0.959083
27141,0.7604911,0.8792759
27142,0.017546287,0.13150035
27143,0.12128775,0.2672062
27144,0.02986356,0.06661187
27145,0.6698793,0.7712062
27146,0.07428678,0.9616653
27147,0.032249194,0.3777172
27148,0.03373738,0.035776187
27149,0.13844588,0.068201
27150,0.2789121,0.93918985
27151,0.2970012,0.8786859
27152,0.008582154,0.09851236
27153,0.3487137,0.8935394
27154,0.3150406,0.91890246
27155,0.38096166,0.8051864
27156,0.010126869,0.15977556
27157,0.012425348,0.6785263
27158,0.017302835,0.27661058
27159,0.019817019,0.09905245
27160,0.0800961,0.17653908
27161,0.6147633,0.67287666
27162,0.02644181,0.8920323
27163,0.64199597,0.34212992
27164,0.20133874,0.16107847
27165,0.69109493,0.8262137
27166,0.1915764,0.07090133
27167,0.094538465,0.4881254
27168,0.025589917,0.82521594
27169,0.64033604,0.76908326
27170,0.6456085,0.9751907
27171,0.018954737,0.2719275
27172,0.01729991,0.93312716
27173,0.27841848,0.29142967
27174,0.012910029,0.018811285
27175,0.020511735,0.15569563
27176,0.88726044,0.9520565
27177,0.85430425,0.9432188
27178,0.05102489,0.26890215
27179,0.085394025,0.16004677
27180,0.08941408,0.39378825
27181,0.009994388,0.93246686
27182,0.28452307,0.89561963
27183,0.010972465,0.65273714
27184,0.05597158,0.48329392
27185,0.23762868,0.91652
27186,0.2730708,0.90790707
27187,0.05159262,0.19378948
27188,0.07736917,0.371944
27189,0.08933775,0.82775825
27190,0.21218546,0.8501011
27191,0.13010052,0.96272546
27192,0.1749605,0.8919848
27193,0.0062138974,0.02083121
27194,0.14640622,0.42667308
27195,0.007873976,0.03870747
27196,0.33733648,0.0409978
27197,0.10062063,0.6934138
27198,0.7093192,0.98887783
27199,0.041513387,0.21386833
27200,0.111147314,0.8214164
27201,0.2757025,0.81713784
27202,0.039576124,0.08558342
27203,0.015688797,0.040880438
27204,0.009140106,0.031053217
27205,0.049419187,0.31805664
27206,0.30340946,0.2835578
27207,0.07260407,0.019708378
27208,0.9427154,0.79705614
27209,0.26852375,0.53269005
27210,0.033910185,0.23042509
27211,0.01633366,0.12023843
27212,0.25442165,0.9662216
27213,0.33199382,0.33794072
27214,0.03690726,0.04138977
27215,0.055556055,0.77255577
27216,0.21397558,0.8798889
27217,0.034693833,0.32251215
27218,0.7537727,0.94935834
27219,0.6320696,0.8441527
27220,0.52089953,0.31623033
27221,0.02083906,0.86034554
27222,0.14403348,0.72214633
27223,0.008310739,0.8470379
27224,0.07260517,0.64216304
27225,0.30662194,0.2526567
27226,0.011254208,0.338956
27227,0.43999976,0.2918144
27228,0.6032318,0.9456365
27229,0.47102728,0.84564173
27230,0.103334084,0.9529401
27231,0.098524764,0.9314406
27232,0.079313606,0.48975912
27233,0.6868023,0.12948439
27234,0.027317181,0.09717275
27235,0.96277106,0.99105525
27236,0.082175344,0.98304707
27237,0.7122964,0.8956065
27238,0.800097,0.93500817
27239,0.06256194,0.111950345
27240,0.09512324,0.19124715
27241,0.10303508,0.081543036
27242,0.23251973,0.80242217
27243,0.03416372,0.028477753
27244,0.011116025,0.03800526
27245,0.016665986,0.253917
27246,0.9367858,0.9519126
27247,0.29964626,0.9786743
27248,0.1290706,0.7914722
27249,0.08819969,0.40657073
27250,0.07226605,0.124506876
27251,0.0626894,0.5183932
27252,0.115543626,0.47450104
27253,0.005018042,0.9448333
27254,0.93345755,0.9817484
27255,0.18938212,0.20011966
27256,0.8888869,0.96476585
27257,0.37721267,0.38337317
27258,0.17885193,0.7901786
27259,0.3136621,0.6830448
27260,0.07678816,0.5153643
27261,0.18458934,0.86321616
27262,0.08626717,0.4119046
27263,0.021466961,0.025544416
27264,0.020219525,0.044371292
27265,0.02105309,0.20825185
27266,0.052547947,0.26210213
27267,0.011170465,0.53208756
27268,0.00275435,0.0029074273
27269,0.89472246,0.61594313
27270,0.013844267,0.09362401
27271,0.005262205,0.10706884
27272,0.008247468,0.38938528
27273,0.008661917,0.06418571
27274,0.21521069,0.44666186
27275,0.12737198,0.33031976
27276,0.008302529,0.01892975
27277,0.010124623,0.9676386
27278,0.0378275,0.24802355
27279,0.04846622,0.15279225
27280,0.62118155,0.56856465
27281,0.018683428,0.22333302
27282,0.12332593,0.9429211
27283,0.012896164,0.095533684
27284,0.29255897,0.757713
27285,0.043307707,0.21746674
27286,0.036592104,0.7286481
27287,0.13384214,0.80698055
27288,0.79295623,0.7966286
27289,0.18342681,0.39458278
27290,0.0052975737,0.02037508
27291,0.32188216,0.80744904
27292,0.026764568,0.8619856
27293,0.030650401,0.8845773
27294,0.023989696,0.01727474
27295,0.3768898,0.9271903
27296,0.05209498,0.81111246
27297,0.058310628,0.82690203
27298,0.05125542,0.1769174
27299,0.25737575,0.7562174
27300,0.014664227,0.92825276
27301,0.0022106373,0.016383149
27302,0.1675793,0.88685614
27303,0.18372893,0.051253587
27304,0.07458576,0.83301055
27305,0.006629405,0.0025332659
27306,0.22757359,0.50099844
27307,0.9453497,0.95717895
27308,0.14840996,0.12641025
27309,0.889237,0.9815956
27310,0.013164018,0.17538531
27311,0.041590247,0.18351603
27312,0.06994198,0.717318
27313,0.0054405625,0.038400657
27314,0.015004138,0.026526844
27315,0.012282111,0.1255604
27316,0.31847626,0.7380732
27317,0.028659876,0.079055265
27318,0.07652313,0.39760846
27319,0.2102476,0.9558698
27320,0.08732017,0.81572473
27321,0.050848603,0.8438949
27322,0.15213364,0.50222117
27323,0.008374472,0.3243849
27324,0.02909552,0.58177817
27325,0.92656153,0.9725719
27326,0.01864209,0.43866616
27327,0.1084151,0.5267205
27328,0.29173857,0.5406484
27329,0.15177107,0.24891268
27330,0.009648508,0.6757669
27331,0.05599434,0.13402511
27332,0.06793276,0.826139
27333,0.9546226,0.84325653
27334,0.020180907,0.019756261
27335,0.20693675,0.07756425
27336,0.023150122,0.20709024
27337,0.2341767,0.8017829
27338,0.5316696,0.70544297
27339,0.5550007,0.37749085
27340,0.0005917786,0.03081567
27341,0.17308822,0.64204085
27342,0.062289488,0.6956704
27343,0.026340129,0.03245514
27344,0.40692762,0.573449
27345,0.03350175,0.2569664
27346,0.40726277,0.8144354
27347,0.9366845,0.9748173
27348,0.06368863,0.14862776
27349,0.08974027,0.17221467
27350,0.011845164,0.9546716
27351,0.8189266,0.9208311
27352,0.067125514,0.69791937
27353,0.011121709,0.016787497
27354,0.29102117,0.86214465
27355,0.05432975,0.03624419
27356,0.33646786,0.83173805
27357,0.043972734,0.3464568
27358,0.6274981,0.74770796
27359,0.38043243,0.71861166
27360,0.11843306,0.72150314
27361,0.005254216,0.9508856
27362,0.431798,0.32967496
27363,0.06281551,0.27515417
27364,0.0073526516,0.73259354
27365,0.5287998,0.8288809
27366,0.3110987,0.66415465
27367,0.21041726,0.466072
27368,0.021550676,0.69427294
27369,0.02307477,0.021694925
27370,0.008736935,0.7890686
27371,0.097953044,0.2268026
27372,0.029215878,0.1265527
27373,0.96741307,0.8430123
27374,0.011094534,0.27033284
27375,0.03944978,0.87772405
27376,0.47838914,0.34923443
27377,0.13348144,0.93674546
27378,0.035418086,0.105118185
27379,0.03152105,0.12098472
27380,0.033688642,0.8653322
27381,0.0042158244,0.47245708
27382,0.053517845,0.14660518
27383,0.02419751,0.47673613
27384,0.047160923,0.35329401
27385,0.07536125,0.9675239
27386,0.035217658,0.8833633
27387,0.7380436,0.8787724
27388,0.12425286,0.0768288
27389,0.088038936,0.08716475
27390,0.0015342312,0.014899825
27391,0.32803765,0.86779714
27392,0.9834557,0.9725432
27393,0.0016400386,0.01217231
27394,0.0035698628,0.8147718
27395,0.32885304,0.9476412
27396,0.03557613,0.13016105
27397,0.8897156,0.9737003
27398,0.03671774,0.4443164
27399,0.11624319,0.4350185
27400,0.017655682,0.93307453
27401,0.20738728,0.40727544
27402,0.12229221,0.7491034
27403,0.021330161,0.10574925
27404,0.36261252,0.1653028
27405,0.96720874,0.9768713
27406,0.015167986,0.28214678
27407,0.19498709,0.040350247
27408,0.04003085,0.5334685
27409,0.96640736,0.99938476
27410,0.0037981563,0.098151565
27411,0.23977917,0.117635764
27412,0.04670042,0.82033324
27413,0.05619191,0.38783935
27414,0.6057251,0.4732498
27415,0.041841034,0.28852597
27416,0.19219202,0.21942732
27417,0.6037608,0.745935
27418,0.3714795,0.08558383
27419,0.6747599,0.91421425
27420,0.026402803,0.34894288
27421,0.35715026,0.61220133
27422,0.30889985,0.87840813
27423,0.0131641915,0.19309743
27424,0.033218645,0.46266925
27425,0.011510655,0.54203075
27426,0.060847234,0.32166937
27427,0.08354666,0.38145545
27428,0.027562799,0.11225249
27429,0.7781037,0.23602559
27430,0.014348732,0.5692732
27431,0.18098873,0.5156689
27432,0.2950944,0.7235196
27433,0.074867316,0.84488857
27434,0.13589412,0.0849908
27435,0.53996354,0.590124
27436,0.051637627,0.047706567
27437,0.17589307,0.16477741
27438,0.04710595,0.1287891
27439,0.30012852,0.4950768
27440,0.37561667,0.06963038
27441,0.9360399,0.9590943
27442,0.09417648,0.98131335
27443,0.004263831,0.058426745
27444,0.0149987,0.012558017
27445,0.0032074694,0.06685976
27446,0.15754679,0.1222054
27447,0.01240235,0.403582
27448,0.07501979,0.21799378
27449,0.033576876,0.9715424
27450,0.21111059,0.9402902
27451,0.005760664,0.085359484
27452,0.09465846,0.050809108
27453,0.21449843,0.9390703
27454,0.1067375,0.37829617
27455,0.32917586,0.18936622
27456,0.2005707,0.5377314
27457,0.012865698,0.12788208
27458,0.075061664,0.2984852
27459,0.082065955,0.13056877
27460,0.55532014,0.7060672
27461,0.022054715,0.0602839
27462,0.11610016,0.66170025
27463,0.12425762,0.39845818
27464,0.6356359,0.73780286
27465,0.9669027,0.9987753
27466,0.0018522331,0.037764784
27467,0.0022560982,0.03498244
27468,0.051009446,0.42138034
27469,0.01742228,0.30647436
27470,0.76477534,0.78911424
27471,0.10146813,0.88426536
27472,0.25146967,0.5652867
27473,0.31438708,0.08788861
27474,0.29255605,0.46605977
27475,0.0050601037,0.036153868
27476,0.03732895,0.56455475
27477,0.068304874,0.36440292
27478,0.03603113,0.8919266
27479,0.020088837,0.20007184
27480,0.31706804,0.7872382
27481,0.8749087,0.90407544
27482,0.3428604,0.0964875
27483,0.8364635,0.8499605
27484,0.024967222,0.9579467
27485,0.0036324197,0.8084467
27486,0.16318274,0.21612756
27487,0.09143232,0.96680295
27488,0.86741674,0.9367967
27489,0.95437014,0.8767156
27490,0.0060199057,0.07651289
27491,0.7635279,0.6181236
27492,0.0044171805,0.5388874
27493,0.19023794,0.983445
27494,0.18496928,0.45073885
27495,0.109449975,0.14040567
27496,0.009465158,0.0688276
27497,0.15947251,0.04533937
27498,0.0900571,0.7773354
27499,0.044905808,0.87729436
27500,0.14994498,0.93787485
27501,0.044216257,0.361193
27502,0.06509144,0.44398955
27503,0.014832534,0.675757
27504,0.0013261802,0.008791192
27505,0.014633922,0.056934252
27506,0.28703842,0.94076544
27507,0.061586887,0.2733381
27508,0.31249908,0.55234087
27509,0.034172535,0.44767472
27510,0.51250774,0.15235023
27511,0.3248755,0.6870779
27512,0.019604987,0.16052042
27513,0.04916182,0.47628146
27514,0.42170355,0.60001844
27515,0.35232776,0.65158385
27516,0.61094666,0.85198027
27517,0.054285504,0.013074292
27518,0.82600445,0.9858423
27519,0.015459553,0.008259988
27520,0.031309307,0.073747426
27521,0.03056225,0.45507437
27522,0.46408966,0.055468556
27523,0.000785721,0.11240327
27524,0.3421668,0.59436685
27525,0.020856889,0.20777728
27526,0.3714828,0.46526042
27527,0.01323595,0.9442251
27528,0.43503764,0.90058035
27529,0.10048372,0.8930005
27530,0.016116759,0.023987046
27531,0.057045188,0.04639696
27532,0.043599658,0.8140117
27533,0.2846699,0.5782372
27534,0.0337729,0.04681273
27535,0.018304387,0.8797625
27536,0.096601814,0.40384656
27537,0.8178956,0.6953259
27538,0.30936566,0.24531996
27539,0.46931,0.90511054
27540,0.5674525,0.13074929
27541,0.8058599,0.95310014
27542,0.012057761,0.053592447
27543,0.66579324,0.7185086
27544,0.08662023,0.2472776
27545,0.15948966,0.139863
27546,0.76942605,0.7889802
27547,0.010948723,0.11295503
27548,0.08349648,0.97953653
27549,0.029860117,0.820782
27550,0.044632576,0.1816352
27551,0.19559383,0.74589646
27552,0.015029735,0.84259605
27553,0.08325145,0.4455493
27554,0.18543929,0.19940245
27555,0.024150964,0.13063166
27556,0.03328652,0.80169386
27557,0.3229856,0.93727744
27558,0.03593801,0.2630888
27559,0.16458993,0.78101224
27560,0.61048245,0.9418054
27561,0.5057786,0.81548065
27562,0.123486675,0.6532374
27563,0.1981236,0.59946704
27564,0.24981232,0.5579616
27565,0.034513075,0.17706062
27566,0.30758417,0.24226095
27567,0.086949304,0.7065972
27568,0.31268275,0.85040766
27569,0.0715388,0.29897374
27570,0.51314956,0.6129611
27571,0.06696131,0.043141525
27572,0.0012718854,0.022527412
27573,0.042927124,0.118344255
27574,0.07852057,0.6473972
27575,0.031346843,0.20200011
27576,0.0009508836,0.06504001
27577,0.047494195,0.3730091
27578,0.19605182,0.6227371
27579,0.12906627,0.65620375
27580,0.1087223,0.8568033
27581,0.08465983,0.0633203
27582,0.035994563,0.054713324
27583,0.041572616,0.19639954
27584,0.6995472,0.5294583
27585,0.06145009,0.4492701
27586,0.30919313,0.9187426
27587,0.07401629,0.8922742
27588,0.04964129,0.382473
27589,0.05494987,0.5546659
27590,0.0921973,0.35285786
27591,0.054543182,0.5470856
27592,0.018313998,0.011084954
27593,0.026881142,0.027556544
27594,0.091017656,0.52481055
27595,0.007260337,0.13880898
27596,0.0742285,0.18031187
27597,0.034493737,0.21963395
27598,0.034992293,0.06651615
27599,0.4562493,0.9153737
27600,0.06542483,0.58932525
27601,0.015328585,0.9857474
27602,0.8870364,0.9513082
27603,0.019831177,0.037158106
27604,0.0027309747,0.3561686
27605,0.5185671,0.5710624
27606,0.3309406,0.254923
27607,0.6371785,0.43019775
27608,0.5032391,0.93799317
27609,0.18560308,0.8844922
27610,0.47847727,0.8302422
27611,0.410723,0.028496841
27612,0.011779847,0.6280725
27613,0.887541,0.95848334
27614,0.034325562,0.2556406
27615,0.12515745,0.9648618
27616,0.004820826,0.04267953
27617,0.32479638,0.39183533
27618,0.14081772,0.47657606
27619,0.42424318,0.31165624
27620,0.40550283,0.8317456
27621,0.023249043,0.23959385
27622,0.76047593,0.95956814
27623,0.011940862,0.6681864
27624,0.12241691,0.9208905
27625,0.020551214,0.34145126
27626,0.020368464,0.08294824
27627,0.9579203,0.8825957
27628,0.07237058,0.9213903
27629,0.0103681125,0.011946365
27630,0.23694716,0.97408265
27631,0.12479051,0.32716814
27632,0.0028470613,0.3970537
27633,0.7032393,0.7752508
27634,0.096958116,0.202696
